0 0     0     0     0     0     0     0     0     0     0     0     0     0
0 0    2.75 2.70 2.52 0     0     0     0     0     0     0     0     0
0 2.67 2.74 2.80 2.65 2.53 0     0     0  2.59 2.70 0     0     0
0 2.65 2.80 2.89 2.78 2.71 2.71 2.70 2.69 2.70 2.79 2.83 2.75 0
0 2.58 2.71 2.95 2.97 2.82 2.80 2.81 2.76 2.90 2.93 2.79 2.70 0
0 2.53 2.59 2.75 2.85 2.90 2.80 2.89 2.77 2.90 2.80 0     0     0
0 0     0     0  2.72 2.76 2.73 2.88 2.81 2.74 2.68 0     0     0
0 0     0     0     0     0     2.65 2.80 2.90 0     0     0     0     0
0 0     0     0     0     0     0    2.70 2.80 2.70 0     0     0     0
0 0     0     0     0     0     0    2.60 2.68 2.60 0     0     0     0
0 0     0     0     0     0     0     0     0     0     0     0     0     0

