0 0     0     0     0     0     0     0     0     0     0     0     0     0
0 0     275.0 270.0 252.0 0     0     0     0     0     0     0     0     0
0 267.0 274.0 280.0 265.0 253.0 0     0     0     259.0 270.0 0     0     0
0 265.0 280.0 289.0 278.0 271.0 271.0 270.0 269.0 270.0 279.0 283.0 275.0 0
0 258.0 271.0 295.0 297.0 282.0 280.0 281.0 276.0 290.0 293.0 279.0 270.0 0
0 253.0 259.0 275.0 285.0 290.0 280.0 289.0 277.0 290.0 280.0 0     0     0
0 0     0     0     272.0 276.0 273.0 288.0 281.0 274.0 268.0 0     0     0
0 0     0     0     0     0     265.0 280.0 290.0 0     0     0     0     0
0 0     0     0     0     0     0     270.0 280.0 270.0 0     0     0     0
0 0     0     0     0     0     0     260.0 268.0 260.0 0     0     0     0
0 0     0     0     0     0     0     0     0     0     0     0     0     0
