0 0      0      0      0      0      0      0      0      0      0      0      0      0
0 0      9342.0 9345.0 9347.0 0      0      0      0      0      0      0      0      0
0 9341.0 9327.0 9330.0 9338.0 9333.0 0      0      0      9311.0 9310.0 0      0      0
0 9336.0 9319.0 9316.0 9322.0 9325.0 9315.0 9299.0 9300.0 9299.0 9297.0 9297.0 9305.0 0
0 9340.0 9326.0 9316.0 9308.0 9310.0 9313.0 9297.0 9296.0 9295.0 9293.0 9292.0 9295.0 0
0 9342.0 9332.0 9323.0 9305.0 9298.0 9298.0 9296.0 9292.0 9291.0 9288.0 0      0      0
0 0      0      0      9315.0 9297.0 9295.0 9292.0 9289.0 9289.0 9287.0 0      0      0
0 0      0      0      0      0      9294.0 9290.0 9286.0 0      0      0      0      0
0 0      0      0      0      0      0      9289.0 9281.0 9282.0 0      0      0      0
0 0      0      0      0      0      0      9290.0 9280.0 9278.0 0      0      0      0
0 0      0      0      0      0      0      0      0      0      0      0      0      0
